36.19 ,86.18,1089446
36.14 ,87.33,1089448
36.06 ,86.32,1089450
36.20 ,87.63,1089452
36.14 ,86.38,1089454
36.07 ,87.32,1089455
36.20 ,87.13,1089457
36.25 ,85.90,1089459
36.12 ,87.24,1089461
36.19 ,86.48,1089463
36.13 ,87.65,1089465
36.12 ,85.94,1089467
36.20 ,87.29,1089469
36.01 ,87.08,1089471
36.18 ,87.25,1089473
36.03 ,87.86,1089475
36.09 ,87.23,1089477
36.07 ,87.58,1089478
36.08 ,85.56,1089480
36.13 ,87.43,1089482
36.18 ,87.52,1089484
36.12 ,87.12,1089486
36.19 ,86.24,1089488
36.17 ,87.56,1089490
36.19 ,87.32,1089492
36.03 ,87.87,1089494
36.20 ,87.35,1089495
36.14 ,87.28,1089497
36.15 ,86.90,1089499
36.08 ,87.43,1089501
36.07 ,87.71,1089503
36.19 ,87.38,1089505
36.07 ,85.89,1089507
36.17 ,85.63,1089509
36.22 ,86.57,1089511
36.13 ,86.64,1089512
36.09 ,87.00,1089514
36.22 ,85.16,1089516
36.20 ,85.69,1089518
36.24 ,86.46,1089520
36.19 ,85.28,1089522
36.14 ,87.91,1089524
36.20 ,87.11,1089526
36.19 ,87.26,1089528
36.23 ,87.46,1089530
36.14 ,87.46,1089532
36.19 ,85.32,1089533
36.24 ,87.94,1089535
36.24 ,86.17,1089537
36.20 ,87.53,1089539
36.19 ,86.82,1089541
36.30 ,85.11,1089543
36.24 ,86.24,1089545
36.25 ,86.25,1089547
36.12 ,85.13,1089549
36.20 ,87.91,1089551
36.29 ,85.31,1089553
36.36 ,85.27,1089555
36.20 ,87.11,1089556
36.18 ,86.68,1089558
36.18 ,85.82,1089560
36.18 ,85.47,1089562
36.23 ,87.57,1089564
36.19 ,85.84,1089566
36.19 ,87.26,1089568
36.23 ,85.47,1089570
36.18 ,85.38,1089572
36.17 ,85.69,1089574
36.13 ,86.81,1089576
36.19 ,86.36,1089578
36.19 ,86.97,1089579
36.20 ,88.07,1089581
36.20 ,87.51,1089583
36.17 ,86.77,1089585
36.06 ,86.14,1089587
36.28 ,86.92,1089589
36.13 ,86.18,1089591
36.08 ,85.97,1089593
36.20 ,86.25,1089595
36.12 ,85.93,1089597
36.09 ,85.83,1089598
36.03 ,87.69,1089600
36.12 ,85.42,1089602
36.01 ,86.72,1089604
36.06 ,87.06,1089606
36.03 ,86.96,1089608
36.18 ,86.68,1089610
36.21 ,87.31,1089612
36.13 ,87.71,1089614
36.18 ,87.31,1089615
36.13 ,86.52,1089617
36.05 ,87.65,1089619
36.04 ,87.19,1089621
36.20 ,85.63,1089623
36.08 ,87.22,1089625
36.08 ,87.28,1089627
36.25 ,85.58,1089629
36.25 ,86.07,1089631
36.19 ,87.20,1089632
36.16 ,87.27,1089634
36.13 ,87.26,1089636
36.07 ,85.71,1089638
36.13 ,86.19,1089640
36.14 ,87.35,1089642
36.24 ,85.55,1089644
36.19 ,87.26,1089646
36.16 ,87.15,1089648
36.08 ,85.56,1089650
36.07 ,85.73,1089652
36.14 ,86.94,1089654
36.21 ,86.96,1089655
36.30 ,87.31,1089657
36.10 ,88.52,1089659
36.19 ,86.63,1089661
36.19 ,85.80,1089663
36.08 ,86.77,1089665
36.09 ,87.98,1089667
36.30 ,86.51,1089669
36.13 ,86.35,1089671
36.14 ,87.51,1089673
36.06 ,86.50,1089674
36.17 ,86.49,1089677
36.18 ,86.06,1089678
36.25 ,87.33,1089680
36.18 ,85.93,1089682
36.13 ,85.38,1089684
36.17 ,87.56,1089686
36.17 ,86.15,1089688
36.12 ,87.36,1089690
36.23 ,87.05,1089692
36.06 ,86.27,1089694
36.23 ,86.79,1089696
36.29 ,87.07,1089698
36.01 ,85.99,1089699
36.13 ,85.38,1089701
36.23 ,85.23,1089703
36.19 ,86.63,1089705
36.22 ,87.54,1089707
36.18 ,87.80,1089709
36.29 ,86.90,1089711
36.22 ,85.30,1089713
36.37 ,87.28,1089715
36.23 ,86.54,1089717
36.13 ,87.38,1089718
36.19 ,85.96,1089720
36.20 ,87.05,1089722
36.45 ,86.20,1089724
36.20 ,87.07,1089726
36.25 ,86.03,1089728
36.08 ,86.99,1089730
36.25 ,85.73,1089732
36.13 ,86.74,1089734
36.28 ,87.40,1089736
36.18 ,85.48,1089737
36.19 ,86.81,1089739
36.19 ,86.52,1089741
36.19 ,85.27,1089743
36.13 ,86.91,1089745
36.24 ,86.06,1089747
36.18 ,87.29,1089749
36.28 ,87.72,1089751
36.20 ,86.66,1089753
36.23 ,87.29,1089755
36.13 ,87.61,1089756
36.13 ,86.80,1089758
36.26 ,86.61,1089760
36.09 ,85.71,1089762
36.13 ,85.66,1089764
36.26 ,86.26,1089766
36.13 ,86.07,1089768
36.18 ,86.23,1089770
36.19 ,85.90,1089772
36.35 ,87.40,1089774
36.17 ,85.18,1089776
36.15 ,85.25,1089777
36.24 ,85.55,1089779
36.12 ,87.06,1089781
36.19 ,87.54,1089783
36.19 ,87.08,1089785
36.12 ,87.70,1089787
36.14 ,86.82,1089789
36.14 ,85.74,1089791
36.17 ,86.66,1089793
36.18 ,87.48,1089795
36.11 ,86.65,1089797
36.14 ,86.54,1089799
36.07 ,85.44,1089800
36.17 ,86.87,1089802
36.06 ,85.86,1089804
36.17 ,85.91,1089806
36.22 ,85.44,1089808
36.19 ,87.03,1089810
36.18 ,87.24,1089812
36.25 ,85.52,1089814
36.16 ,85.55,1089816
36.18 ,87.65,1089818
36.18 ,86.84,1089820
36.06 ,87.35,1089821
36.17 ,85.28,1089823
36.19 ,85.28,1089825
36.22 ,86.69,1089827
36.29 ,85.03,1089829
36.15 ,85.82,1089831
36.12 ,87.01,1089833
36.12 ,85.94,1089835
36.14 ,85.35,1089837
36.17 ,86.98,1089839
36.24 ,85.16,1089840
36.25 ,87.32,1089842
36.18 ,85.37,1089844
36.31 ,86.36,1089846
36.17 ,86.25,1089848
36.18 ,86.16,1089850
36.14 ,87.28,1089852
36.17 ,85.97,1089854
36.22 ,87.21,1089856
36.13 ,87.60,1089857
36.14 ,85.29,1089859
36.29 ,86.16,1089861
36.19 ,85.57,1089863
36.19 ,87.39,1089865
36.17 ,86.15,1089867
36.07 ,87.60,1089869
36.41 ,86.17,1089871
36.19 ,85.34,1089873
36.14 ,86.66,1089875
36.24 ,87.49,1089876
36.07 ,85.49,1089878
36.21 ,86.17,1089880
36.19 ,86.46,1089882
36.19 ,86.75,1089884
36.15 ,87.93,1089886
36.17 ,85.87,1089888
36.18 ,87.46,1089890
36.13 ,87.21,1089892
36.23 ,87.50,1089894
36.23 ,86.03,1089896
36.24 ,87.71,1089898
36.16 ,86.30,1089899
36.18 ,86.28,1089901
36.07 ,87.83,1089903
36.19 ,86.53,1089905
36.11 ,85.90,1089907
36.19 ,85.44,1089909
36.24 ,85.25,1089911
36.15 ,86.73,1089913
36.17 ,86.42,1089915
36.12 ,86.83,1089917
36.24 ,87.76,1089919
36.24 ,86.58,1089921
36.19 ,87.21,1089922
36.19 ,85.73,1089924
36.08 ,86.32,1089926
36.24 ,85.48,1089928
36.22 ,86.94,1089930
36.33 ,87.32,1089932
36.21 ,86.00,1089934
36.10 ,86.97,1089936
36.43 ,85.69,1089938
36.41 ,85.42,1089940
36.23 ,86.78,1089942
36.25 ,86.13,1089943
36.30 ,86.40,1089945
36.26 ,85.07,1089947
36.23 ,84.96,1089949
36.24 ,85.61,1089951
36.24 ,85.67,1089953
36.30 ,86.85,1089955
36.28 ,87.15,1089957
36.25 ,86.02,1089959
36.10 ,85.21,1089960
36.29 ,85.31,1089962
36.18 ,85.32,1089964
36.15 ,86.50,1089966
36.14 ,85.29,1089968
36.40 ,86.03,1089970
36.08 ,86.92,1089972
36.28 ,85.00,1089974
36.19 ,87.77,1089976
36.19 ,85.45,1089977
36.07 ,86.69,1089979
36.35 ,86.90,1089981
36.21 ,86.34,1089983
36.23 ,87.16,1089985
36.23 ,86.32,1089987
36.14 ,85.97,1089989
36.24 ,87.53,1089991
36.19 ,85.84,1089993
36.19 ,85.90,1089995
36.08 ,85.41,1089996
36.34 ,86.57,1089998
36.30 ,85.17,1090000
36.31 ,85.02,1090002
36.28 ,85.16,1090004
36.22 ,85.15,1090006
36.24 ,85.82,1090008
36.25 ,85.85,1090010
36.26 ,85.42,1090012
36.19 ,85.06,1090014
36.24 ,84.97,1090016
36.18 ,85.14,1090018
36.35 ,85.60,1090019
36.25 ,86.03,1090021
36.22 ,87.15,1090023
36.29 ,85.59,1090025
36.25 ,86.76,1090027
36.24 ,84.92,1090029
36.25 ,85.33,1090031
36.18 ,85.42,1090033
36.19 ,85.28,1090035
36.44 ,85.44,1090037
36.37 ,85.17,1090039
36.19 ,87.94,1090041
36.34 ,87.10,1090042
36.20 ,86.10,1090044
36.30 ,85.50,1090046
36.24 ,85.59,1090048
36.23 ,85.52,1090050
36.46 ,84.90,1090052
36.38 ,84.87,1090054
36.35 ,84.92,1090056
36.28 ,84.89,1090058
36.24 ,85.10,1090060
36.23 ,85.18,1090062
36.28 ,85.28,1090063
36.34 ,85.51,1090065
36.30 ,85.11,1090067
36.31 ,85.35,1090069
36.36 ,85.10,1090071
36.51 ,85.57,1090073
36.34 ,85.16,1090075
36.20 ,85.31,1090077
36.27 ,85.10,1090079
36.31 ,86.37,1090080
36.29 ,85.02,1090082
36.25 ,85.29,1090084
36.37 ,84.85,1090086
36.28 ,85.01,1090088
36.30 ,84.98,1090090
36.30 ,85.44,1090092
36.40 ,85.00,1090094
36.25 ,84.82,1090096
36.36 ,85.85,1090097
36.33 ,85.10,1090099
36.42 ,85.57,1090101
36.29 ,84.91,1090103
36.35 ,85.59,1090105
36.34 ,85.28,1090107
36.27 ,85.67,1090109
36.37 ,85.24,1090111
36.42 ,84.83,1090113
36.23 ,85.53,1090115
36.23 ,85.23,1090117
36.31 ,85.37,1090119
36.24 ,85.14,1090120
36.35 ,86.28,1090122
36.36 ,85.38,1090124
36.30 ,87.48,1090126
36.25 ,84.94,1090128
36.34 ,85.11,1090130
36.41 ,86.28,1090132
36.34 ,87.16,1090134
36.35 ,86.63,1090136
36.42 ,85.05,1090138
36.35 ,85.07,1090140
36.39 ,84.92,1090141
36.32 ,84.97,1090143
36.29 ,85.99,1090145
36.37 ,87.13,1090147
36.26 ,85.47,1090149
36.32 ,86.57,1090151
36.30 ,85.09,1090153
36.24 ,84.91,1090155
36.28 ,85.28,1090157
36.36 ,85.45,1090159
36.28 ,85.39,1090161
36.48 ,84.77,1090163
36.53 ,84.93,1090164
36.35 ,85.04,1090166
36.35 ,85.03,1090168
36.36 ,85.68,1090170
36.29 ,84.73,1090172
36.44 ,84.91,1090174
36.26 ,84.85,1090176
36.36 ,84.89,1090178
36.33 ,84.86,1090180
36.34 ,84.84,1090182
36.31 ,85.02,1090183
36.34 ,85.24,1090185
36.38 ,85.21,1090187
36.35 ,84.69,1090189
36.35 ,85.32,1090191
36.35 ,85.32,1090193
36.30 ,84.98,1090195
36.41 ,85.19,1090197
36.29 ,85.31,1090199
36.43 ,85.99,1090200
36.32 ,85.14,1090202
36.41 ,84.91,1090204
36.43 ,85.07,1090206
36.29 ,85.20,1090208
36.29 ,85.03,1090210
36.35 ,85.07,1090212
36.24 ,85.04,1090214
36.35 ,85.14,1090216
36.31 ,85.29,1090218
36.46 ,84.91,1090219
36.40 ,85.37,1090221
36.31 ,84.95,1090223
36.35 ,84.98,1090225
36.35 ,85.02,1090227
36.47 ,85.33,1090229
