78.03 ,80.07
77.92 ,80.08
77.99 ,80.21
77.95 ,80.17
78.09 ,80.31
77.90 ,80.12
77.95 ,80.17
77.96 ,80.18
77.87 ,79.97
77.89 ,80.04
77.86 ,80.13
77.94 ,80.10
78.01 ,80.11
77.91 ,80.07
78.01 ,80.11
77.92 ,80.14
77.97 ,80.13
78.00 ,80.10
78.08 ,80.35
78.15 ,80.31
78.12 ,80.28
78.08 ,80.35
78.09 ,80.31
78.11 ,80.27
78.18 ,80.34
78.22 ,80.38
78.18 ,80.34
78.29 ,80.39
78.45 ,80.55
78.31 ,80.47
78.35 ,80.50
78.39 ,80.43
78.30 ,80.51
78.39 ,80.54
78.48 ,80.64
78.40 ,80.56
78.35 ,80.51
78.37 ,80.53
78.51 ,80.67
78.39 ,80.49
78.35 ,80.45
78.23 ,80.33
78.06 ,80.22
78.18 ,80.33
78.04 ,80.26
78.11 ,80.27
77.99 ,80.09
77.88 ,80.09
78.11 ,80.15
78.09 ,80.31
78.10 ,80.32
78.13 ,80.29
78.16 ,80.32
78.14 ,80.36
78.13 ,80.28
78.23 ,80.28
78.21 ,80.42
78.24 ,80.45
78.18 ,80.40
78.26 ,80.41
78.19 ,80.34
78.25 ,80.41
78.17 ,80.32
78.24 ,80.39
78.14 ,80.35
78.31 ,80.41
78.20 ,80.35
78.48 ,80.58
78.24 ,80.39
78.18 ,80.34
78.22 ,80.38
78.20 ,80.30
78.26 ,80.36
78.20 ,80.36
78.17 ,80.33
78.22 ,80.32
78.23 ,80.45
78.25 ,80.35
78.19 ,80.23
78.18 ,80.33
78.18 ,80.33
78.20 ,80.36
78.20 ,80.30
78.29 ,80.50
78.17 ,80.33
78.21 ,80.49
78.34 ,80.44
78.31 ,80.41
78.33 ,80.55
78.44 ,80.54
78.44 ,80.66
78.45 ,80.55
78.37 ,80.53
78.44 ,80.54
78.35 ,80.51
78.22 ,80.44
78.37 ,80.47
78.35 ,80.51
78.35 ,80.45
78.35 ,80.56
78.39 ,80.61
78.34 ,80.44
78.52 ,80.62
78.34 ,80.50
78.43 ,80.59
78.47 ,80.57
78.51 ,80.67
78.41 ,80.62
78.35 ,80.51
78.47 ,80.51
78.45 ,80.73
78.47 ,80.62
78.38 ,80.54
78.43 ,80.54
78.41 ,80.51
78.50 ,80.66
78.43 ,80.54
78.34 ,80.44
78.34 ,80.44
78.43 ,80.54
78.42 ,80.52
78.37 ,80.58
78.47 ,80.62
78.34 ,80.55
78.34 ,80.56
78.44 ,80.71
78.50 ,80.66
78.44 ,80.66
78.45 ,80.67
78.46 ,80.62
78.55 ,80.71
78.46 ,80.62
78.45 ,80.60
78.41 ,80.57
78.49 ,80.65
78.45 ,80.67
78.49 ,80.65
78.54 ,80.70
78.53 ,80.69
78.50 ,80.65
78.51 ,80.61
78.52 ,80.62
78.57 ,80.84
78.50 ,80.72
78.49 ,80.71
78.62 ,80.72
78.54 ,80.76
78.51 ,80.61
78.66 ,80.88
78.53 ,80.63
78.55 ,80.71
78.52 ,80.68
78.54 ,80.69
78.56 ,80.78
78.64 ,80.80
78.57 ,80.67
78.60 ,80.76
78.65 ,80.81
78.62 ,80.72
78.66 ,80.82
78.55 ,80.71
78.62 ,80.72
78.47 ,80.63
78.56 ,80.71
78.53 ,80.69
78.67 ,80.88
78.59 ,80.69
78.52 ,80.62
78.50 ,80.66
78.62 ,80.72
78.54 ,80.75
78.55 ,80.65
78.53 ,80.74
78.58 ,80.73
78.56 ,80.66
78.61 ,80.71
78.54 ,80.70
78.58 ,80.68
78.53 ,80.69
78.56 ,80.71
78.61 ,80.71
78.63 ,80.73
78.63 ,80.73
78.63 ,80.73
78.61 ,80.77
78.74 ,80.84
78.65 ,80.81
78.66 ,80.82
78.62 ,80.78
78.63 ,80.73
78.64 ,80.74
78.65 ,80.69
78.61 ,80.71
78.65 ,80.75
78.63 ,80.79
78.61 ,80.71
78.65 ,80.75
78.62 ,80.78
78.57 ,80.73
78.55 ,80.71
78.63 ,80.79
78.63 ,80.78
78.63 ,80.85
78.59 ,80.69
78.62 ,80.72
78.65 ,80.86
78.62 ,80.72
78.62 ,80.72
78.62 ,80.67
78.61 ,80.71
78.65 ,80.80
78.67 ,80.77
78.65 ,80.75
78.65 ,80.80
78.73 ,81.00
78.66 ,80.82
78.63 ,80.79
78.67 ,80.82
78.60 ,80.70
78.58 ,80.74
78.64 ,80.80
78.62 ,80.72
78.62 ,80.77
78.71 ,80.86
78.67 ,80.83
78.64 ,80.74
78.63 ,80.73
78.65 ,80.87
78.68 ,80.84
78.62 ,80.72
78.66 ,80.76
78.63 ,80.78
78.58 ,80.74
78.68 ,80.78
78.65 ,80.69
78.58 ,80.74
78.64 ,80.74
78.65 ,80.75
78.59 ,80.75
78.63 ,80.79
78.67 ,80.77
78.64 ,80.74
78.62 ,80.78
78.69 ,80.80
78.65 ,80.69
78.64 ,80.85
78.64 ,80.80
78.69 ,80.85
78.65 ,80.86
78.70 ,80.80
78.69 ,80.90
78.64 ,80.80
78.61 ,80.71
78.63 ,80.79
78.61 ,80.76
78.64 ,80.80
78.70 ,80.97
78.78 ,80.94
78.80 ,81.02
78.62 ,80.78
78.68 ,80.89
78.63 ,80.73
78.69 ,80.79
78.68 ,80.78
78.64 ,80.80
78.80 ,80.90
78.73 ,80.88
78.71 ,80.86
78.68 ,80.78
78.79 ,80.89
78.74 ,80.95
78.66 ,80.76
78.64 ,80.80
78.64 ,80.85
78.72 ,80.87
78.67 ,80.77
78.67 ,80.83
78.63 ,80.73
78.83 ,81.05
78.67 ,80.77
78.70 ,80.80
78.78 ,80.88
78.69 ,80.91
78.72 ,80.88
78.71 ,80.86
78.69 ,80.85
78.73 ,80.95
78.74 ,80.84
78.67 ,80.77
78.75 ,80.96
78.69 ,80.85
78.66 ,80.82
78.65 ,80.80
78.65 ,80.81
78.74 ,80.84
78.79 ,80.83
78.69 ,80.85
78.70 ,80.86
78.67 ,80.88
78.74 ,80.90
78.75 ,80.85
78.67 ,80.82
78.69 ,80.84
78.69 ,80.85
78.76 ,80.86
78.93 ,81.03
78.78 ,80.88
78.75 ,80.85
78.78 ,80.88
78.66 ,80.82
78.70 ,80.86
78.62 ,80.84
78.70 ,80.86
78.77 ,80.93
78.83 ,80.88
78.71 ,80.87
78.70 ,80.86
78.76 ,80.91
78.65 ,80.87
78.78 ,80.88
78.70 ,80.80
78.77 ,80.87
78.76 ,80.98
78.79 ,80.89
78.76 ,80.86
78.78 ,80.94
78.70 ,80.86
78.70 ,80.91
78.76 ,80.97
78.71 ,80.87
78.74 ,80.95
78.74 ,80.84
78.62 ,80.84
78.65 ,80.75
78.65 ,80.75
78.67 ,80.88
78.71 ,80.86
78.73 ,80.95
78.63 ,80.79
78.74 ,80.96
78.67 ,80.83
78.78 ,80.94
78.64 ,80.74
78.67 ,80.82
78.79 ,80.89
78.74 ,80.89
78.82 ,80.92
78.69 ,80.84
78.69 ,80.85
78.71 ,80.86
78.65 ,80.75
78.78 ,81.06
78.66 ,80.82
78.76 ,80.86
78.72 ,80.88
78.69 ,81.02
78.76 ,80.97
78.71 ,80.81
78.67 ,80.88
78.66 ,80.76
78.69 ,80.85
78.66 ,80.87
78.79 ,81.00
78.75 ,80.90
78.69 ,80.90
78.79 ,80.89
78.89 ,81.05
78.65 ,80.86
78.79 ,80.95
78.84 ,81.00
78.76 ,80.86
78.77 ,80.81
78.63 ,80.73
78.72 ,80.88
78.69 ,80.85
78.73 ,80.89
78.73 ,80.95
78.98 ,81.14
78.67 ,80.77
78.67 ,80.83
78.75 ,80.85
78.69 ,80.85
78.80 ,80.85
78.78 ,80.94
78.62 ,80.72
78.71 ,80.86
78.65 ,80.75
78.97 ,81.13
78.75 ,80.85
78.74 ,80.84
78.81 ,80.97
78.75 ,80.90
78.73 ,80.89
78.70 ,80.91
78.77 ,80.93
78.72 ,80.88
78.75 ,80.91
78.74 ,80.78
78.67 ,80.77
78.77 ,80.93
78.68 ,80.89
78.74 ,80.84
78.65 ,80.81
78.65 ,80.81
78.69 ,80.80
78.73 ,80.83
78.67 ,80.82
78.77 ,80.87
78.74 ,80.84
78.69 ,80.85
78.76 ,80.86
78.78 ,80.88
78.70 ,80.86
78.85 ,81.01
78.79 ,80.84
78.70 ,80.86
78.73 ,80.83
78.70 ,80.80
78.72 ,80.87
78.75 ,80.97
78.83 ,81.05
78.64 ,80.85
78.70 ,80.86
78.76 ,80.92
78.65 ,80.81
78.79 ,80.89
78.74 ,80.84
78.69 ,80.91
78.77 ,80.93
78.79 ,80.77
78.71 ,80.81
78.70 ,80.86
78.72 ,80.88
78.63 ,80.78
78.80 ,80.95
78.65 ,80.80
78.78 ,80.83
78.80 ,80.84
78.81 ,80.91
78.71 ,80.81
78.74 ,80.84
78.71 ,80.93
78.78 ,80.82
78.75 ,80.85
78.78 ,80.94
78.69 ,80.91
78.71 ,80.92
78.80 ,81.02
78.76 ,80.86
78.70 ,80.86
78.78 ,80.94
78.75 ,80.85
78.67 ,80.83
78.80 ,80.90
78.79 ,80.89
78.76 ,80.98
78.71 ,80.81
78.78 ,80.82
78.64 ,80.80
78.82 ,80.98
78.63 ,80.78
78.63 ,80.84
78.68 ,80.84
78.68 ,80.84
78.64 ,80.80
78.73 ,80.88
78.68 ,80.89
78.62 ,80.83
78.73 ,80.83
78.69 ,80.85
78.74 ,80.84
78.80 ,80.96
78.71 ,80.93
78.72 ,80.88
78.76 ,80.86
78.69 ,80.85
78.72 ,80.82
78.70 ,80.97
78.70 ,80.86
78.68 ,80.84
78.72 ,80.93
78.71 ,80.86
78.70 ,80.86
78.71 ,80.92
78.76 ,80.91
78.77 ,80.87
78.70 ,80.79
78.71 ,80.86
78.68 ,80.84
78.70 ,80.86
78.76 ,80.92
78.85 ,80.95
78.73 ,80.95
78.68 ,80.84
78.68 ,80.90
78.70 ,80.86
78.71 ,80.81
78.68 ,80.84
78.67 ,80.83
78.66 ,80.82
78.73 ,80.89
78.67 ,80.77
78.70 ,80.75
78.71 ,80.81
78.80 ,80.96
78.73 ,80.89
78.67 ,80.83
78.70 ,80.80
78.65 ,80.81
78.72 ,80.94
78.65 ,80.87
78.69 ,80.84
78.69 ,80.73
78.65 ,80.75
78.72 ,80.93
78.68 ,80.84
78.70 ,80.80
78.63 ,80.73
78.69 ,80.85
78.66 ,80.82
78.68 ,80.89
78.66 ,80.82
78.76 ,80.86
78.74 ,80.84
78.66 ,80.76
78.67 ,80.82
78.65 ,80.81
78.65 ,80.87
78.67 ,80.83
78.64 ,80.80
78.73 ,80.88
78.71 ,80.86
78.74 ,80.84
78.74 ,80.90
78.67 ,80.82
78.66 ,80.82
78.65 ,80.81
78.79 ,81.06
78.63 ,80.79
78.71 ,80.81
78.82 ,81.04
78.75 ,80.90
78.69 ,80.85
78.61 ,80.71
78.71 ,80.92
78.63 ,80.78
78.70 ,80.86
78.78 ,80.88
78.71 ,80.87
78.71 ,80.92
78.69 ,80.84
78.83 ,80.93
78.65 ,80.86
78.74 ,80.90
78.79 ,80.89
78.70 ,80.86
78.85 ,81.01
78.82 ,80.93
78.73 ,80.83
78.81 ,80.85
78.75 ,80.85
78.61 ,80.71
78.90 ,81.05
78.75 ,80.79
78.76 ,80.81
78.75 ,80.79
78.67 ,80.77
78.78 ,80.88
78.69 ,80.85
78.68 ,80.78
78.63 ,80.79
78.63 ,80.84
78.66 ,80.82
78.68 ,80.84
78.70 ,80.92
78.78 ,80.88
78.71 ,80.92
78.68 ,80.84
78.70 ,80.86
78.68 ,80.78
78.76 ,80.92
78.70 ,80.86
78.71 ,80.87
78.68 ,80.84
78.66 ,80.88
78.65 ,80.75
78.64 ,80.74
78.78 ,80.82
78.70 ,80.91
78.62 ,80.72
78.69 ,80.80
78.67 ,80.82
78.71 ,80.81
78.65 ,80.81
78.63 ,80.79
78.70 ,80.91
78.86 ,80.96
78.74 ,80.90
78.69 ,80.73
78.64 ,80.86
78.60 ,80.70
78.75 ,80.85
78.72 ,80.82
78.63 ,80.90
78.71 ,80.86
78.69 ,80.90
78.69 ,80.79
78.65 ,80.75
78.71 ,80.87
78.67 ,80.78
78.62 ,80.78
78.67 ,80.89
78.64 ,80.74
78.69 ,80.80
78.64 ,80.86
78.61 ,80.76
